"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"L32LQTVS","journalArticle","2006","Thomson, AM; Perry, JL","Collabration processes: Inside the black box","Public administration review","","","","","","2006","2021-11-23 20:48:43","2021-11-23 20:49:56","","20-32","","","66","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A38Z8CFI","journalArticle","2005","Salonen, Pekka; Vauras, Marja; Efklides, Anastasia","Social interaction-what can it tell us about metacognition and coregulation in learning?","European Psychologist","","","","","","2005","2021-10-27 15:41:51","2021-10-27 15:43:11","","199-208","","3","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9W37TDDD","journalArticle","2020","Dindar, Muhterem; Sanna, Jarvela; Hanna, Jarvenoja","Interplay of metacognitive experiences and performance in collaborative problem solving","Computers & Education","","","","","","2020","2021-10-27 15:39:55","2021-10-27 15:41:13","","","","","154","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FQHKTSX4","journalArticle","1997","Barry, Bruce; Stewart, Greg","Composition, process, and performance in self-managed groups: The role of personality","Journal of Applied Psychology","","","","","","1997","2021-10-26 02:09:30","2021-10-26 02:11:19","","62","","1","82","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z8ITLZH2","journalArticle","2012","Ogan, Amy; Finkelstein, Samantha; Walker, Erin; Carlson, Ryan; Cassell, Justine","Rudeness and rapport: Insults and learning gains in peer tutoring","International Conference on Intelligent Tutoring Systems","","","","","","2012","2021-10-26 01:56:39","2021-10-26 01:59:04","","11-21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q4NH2RU4","journalArticle","2009","Le Dantec, Christopher A.; Do, Ellen Yi-Luen","The mechanisms of value transfer in design meetings","Design Studies","","","","","","2009","2021-10-25 16:18:26","2021-10-25 16:19:35","","119-137","","2","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KJPZX9L6","journalArticle","2001","Kelly, Janice R.; Barsade, Sigal","Mood and emotions in small groups and work teams","Organizational behavior and human decision processes","","","","","","2001","2021-10-25 16:15:29","2021-10-25 16:16:58","","99-130","","1","86","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FPJQTFSF","journalArticle","1989","Damon, William; Phelps, Erin","Critical distinctions among three approaches to peer education","International Journal of Educational Research","","","","","","1989","2021-09-27 21:36:15","2021-09-27 21:37:13","","9-19","","1","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MNXLYIZP","journalArticle","1997","Barry, B; Stewart, G.L.","Composition, process and performance in self-managed groups: The role of personality","Journal of Applied Psychology","","","","","","1997","2021-09-27 21:33:58","2021-09-27 21:35:07","","62","","1","82","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RST5DIHZ","journalArticle","2014","Stroebe, Wolfgang; Strack, Fritz","The alleged crisis and the illusion of exact replication","Perspectives on Psychological Science","","","","","","2014","2021-09-27 21:31:28","2021-09-27 21:32:41","","59-71","","1","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BCZZZIRM","journalArticle","2012","Ogan, Amy; Finkelstein, Samantha; Walker, Erin; Carlson, Ryan; Cassell, Justine","Rudeness and rapport: Insults and learning gains in peer tutoring","International Conference on Intelligent Tutoring Systems","","","","","","2012","2021-09-27 21:24:57","2021-09-27 21:26:09","","11-21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UCEVFZFS","journalArticle","2009","Le Dantec, Christopher; Yi-Luen Do, Ellen","The mechanisms of value transfer in design meetings","Design Studies","","","","","","2009","2021-09-27 21:22:32","2021-09-27 21:23:22","","119-137","","2","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7JGTVLBB","journalArticle","","Erkens, Gijsbert; Jaspers, Jos; Prangsma, Maaike; Kanselaar, Gellof","Computers in Human Behavior","Computers in Human Behavior","","","","","","","2021-09-27 21:17:05","2021-09-27 21:19:23","","463-486","","3","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XGDH9KI2","journalArticle","1984","Lord, R.; Foti, R; Vader, C.D.","A test of leadership categorization theory: Internal structure, information processing, and leadership perceptions","Organizational behavior and human performance","","","","","","1984","2021-09-27 17:20:22","2021-09-27 17:21:39","","343-378","","3","34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QR7BCZGS","journalArticle","1989","Joann, Keyton; Wall, Victor D.","SYMLOG: Theory and method for measuring group and organizational communication","Management Communication Quarterly","","","","","","1989","2021-09-27 17:16:02","2021-09-27 17:17:27","","544-567","","","2.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JKWGF9VB","journalArticle","1998","Efklides, Anastasia; Papadaki, Maria; Papantoniou, Georgia; Kiosseoglou, Gregoris","Individual differences in feelings of difficulty: The case of school mathematics","European Journal of Psychology of Education","","","","","","1998","2021-09-27 17:10:39","2021-09-27 17:12:16","","207-226","","2","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PL2BYX4T","journalArticle","2013","Tapola, Anna; Veermans, Marjanna; Niemivirta, Markku","Predictors and outcomes of situational interest during a science learning tasks","Instructional Science","","","","","","2013","2021-09-27 17:08:30","2021-09-27 17:09:37","","1047-1064","","6","41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F5TZ74US","journalArticle","1992","Paas, Fred GWC","Training strategies for attaining transfer of problem-solving skill in statistics: a cognitive-load approach","Journal of education psychology","","","","","","1992","2021-09-27 17:06:39","2021-09-27 17:07:34","","429","","4","84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U7CRK5ZR","journalArticle","2013","Manson, Joseph H.; Gregory, Bryant A.; Gervais, Matthew M.; Kline, Michelle A.","Convergence of speech rate in conversation predicts cooperation","Evolution and Human Behavior","","","","","","2013","2021-09-27 17:01:26","2021-09-27 17:02:55","","419-426","","6","34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MRK3M4GY","journalArticle","1991","Pintrich, Paul","A manual for the use of the Motivated Strategies for Learning Questionnaire (MSLQ)","","","","","","","1991","2021-09-27 16:59:21","2021-09-27 17:00:05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z53Q7PDQ","journalArticle","2013","Sanchez-Cortes, Dairazalia; Aran, Oya; Jayagopi, Dinesh Babu; Mast, Marianne Schmid; Gatica-Perez, Daniel","Emergent leaders through looking and speaking: from audio-visual data to multimodal recognition","Journal of Multimodal User Interfaces","","","","","","2013","2021-09-27 16:56:05","2021-09-27 16:57:52","","39-53","","","7.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IHM8YH3P","journalArticle","2013","Hadwin, Allyson F.; Webster, Elizabeth A.","Calibration in goal setting: Examining the nature of judgments of confidence","Learning and Instruction","","","","","","2013","2021-09-27 16:43:53","2021-09-27 16:45:11","","37-47","","","24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8RMGN5HS","journalArticle","2005","Ainley, Mary; Corrigan, Matthew; Richardson, Nicholas","Students, tasks and emotions: Identifying the contribution of emotions to students' reading of popular culture and popular science texts","Learning and Instruction","","","","","","2005","2021-09-27 16:40:23","2021-09-27 16:41:58","","433-447","","5","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZT4RSILJ","journalArticle","2007","Yvonne A. W. de Kort; IJsselsteijn, Wijnand A.; Poels, Karolien","Digital games as social presence technology: Development of the Social Presence in Gaming Questionnaire (SPGQ)","Proceedings of PRESENCE","","","","","","2007","2021-09-27 16:33:31","2021-09-27 16:37:07","","1-9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4JU97NPF","journalArticle","2018","Worsley, Marcelo","(Dis)Engagement Matters: Identifying efficacious Learning Practices with Multimodal Learning Analytics","","","","","","Video analysis is a staple of the education research community. For many contemporary education researchers, participation in the video coding process serves as a rite of passage. However, recent developments in multimodal learning analytics may help to accelerate and enhance this process by providing researchers with a more nuanced glimpse into a set of learning experiences. As an example of how to use multimodal learning analytics towards these ends, this paper includes a preliminary analysis from 54 college students, who completed two engineering design tasks in pairs. Gesture, speech and electro-dermal activation data were collected as students completed these tasks. The gesture data was used to learn a set of canonical clusters (N=4). A decision tree was trained based on individual students’ cluster frequencies, and pre-post learning gains. The nodes in the decision tree were then used to identify a subset of video segments that were human coded based on prior work in learning analytics and engineering design. The combination of machine learning and human inference helps elucidate the practices that seem to correlate with student learning. In particular, both engagement and disengagement seem to correlate with student learning, albeit in a somewhat nuanced fashion.","2018","2021-08-27 06:33:16","2021-08-27 06:33:16","","5","","","","","","","","","","","","","en","","","","","Zotero","","","","/Users/htk/Zotero/storage/M9ZVUAGX/Worsley - 2018 - (Dis)Engagement Matters Identifying Eﬀicacious Le.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VXHH2C39","journalArticle","2019","Reilly, Joseph M; Schneider, Bertrand","Predicting the Quality of Collaborative Problem Solving Through Linguistic Analysis of Discourse","","","","","","Collaborative problem solving in computer-supported environments is of critical importance to the modern workforce. Coworkers or collaborators must be able to co-create and navigate a shared problem space using discourse and non-verbal cues. Analyzing this discourse can give insights into how consensus is reached and can estimate the depth of their understanding of the problem. This study uses Coh-Metrix, a natural language processing tool that measures cohesion, to analyze participant discourse from a recent multi-modal learning analytics study where novice programmers collaborated to use a block-based programming language to instruct a robot on how to solve a series of mazes. We significantly correlated thirty-five Coh-Metrix indices from the transcripts of dyads' discourse with collaboration, learning gains, and multimodal sensor values. We then fit a variety of machine learning classifiers to predict collaboration using the indices generated by Coh-Metrix as features. This study paves the way for real-time detection of (un)productive interactions from multimodal data and could lead to real-time interventions to support collaborative learning.","2019","2021-08-27 05:56:48","2021-08-27 05:56:48","","9","","","","","","","","","","","","","en","","","","","Zotero","","","","/Users/htk/Zotero/storage/2ZI7BXRK/Reilly and Schneider - 2019 - Predicting the Quality of Collaborative Problem So.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PQ5W7N9Z","conferencePaper","2012","Nakano, Yukiko; Fukuhara, Yuki","Estimating conversational dominance in multiparty interaction","Proceedings of the 14th ACM international conference on Multimodal interaction","978-1-4503-1467-1","","10.1145/2388676.2388699","https://dl.acm.org/doi/10.1145/2388676.2388699","It is important for conversational agents that manage multiparty conversations to recognize the group dynamics existing among the users. This paper proposes a method for estimating the conversational dominance of participants in group interactions. First, we conducted a Wizard-of-Oz experiment to collect conversational speech, and motion data. Then, we analyzed various paralinguistic speech and gaze behaviors to elucidate the factors that predict conversational dominance. Finally, by exploiting the speech and gaze data as estimation parameters, we created a regression model to estimate conversational dominance, and the multiple correlation coefficient of this model was 0.85.","2012-10-22","2024-01-08 10:26:24","2024-01-08 10:26:25","2024-01-08 10:26:24","77-84","","","","","","","","","","","ACM","Santa Monica California USA","en","","","","","DOI.org (Crossref)","","","","/Users/htk/Zotero/storage/MLXFVVHK/Nakano and Fukuhara - 2012 - Estimating conversational dominance in multiparty .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ICMI '12: INTERNATIONAL CONFERENCE ON MULTIMODAL INTERACTION","","","","","","","","","","","","","","",""
"RFZQLC8W","conferencePaper","2007","Hung, Hayley; Jayagopi, Dinesh; Yeo, Chuohao; Friedland, Gerald; Ba, Sileye; Odobez, Jean-Marc; Ramchandran, Kannan; Mirghafori, Nikki; Gatica-Perez, Daniel","Using audio and video features to classify the most dominant person in a group meeting","Proceedings of the 15th ACM international conference on Multimedia","978-1-59593-702-5","","10.1145/1291233.1291423","https://doi.org/10.1145/1291233.1291423","The automated extraction of semantically meaningful information from multi-modal data is becoming increasingly necessary due to the escalation of captured data for archival. A novel area of multi-modal data labelling, which has received relatively little attention, is the automatic estimation of the most dominant person in a group meeting. In this paper, we provide a framework for detecting dominance in group meetings using different audio and video cues. We show that by using a simple model for dominance estimation we can obtain promising results.","2007-09-29","2024-01-08 11:10:07","2024-01-08 11:10:07","2024-01-08","835–838","","","","","","","MM '07","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","/Users/htk/Zotero/storage/YHFAMRHQ/Hung et al. - 2007 - Using audio and video features to classify the mos.pdf","","","audio-visual feature extraction; data annotation; dominance modelling; meetings","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KB23DXUR","conferencePaper","2011","Martinez, Roberto; Kay, Judy; Wallace, James R.; Yacef, Kalina","Modelling Symmetry of Activity as an Indicator of Collocated Group Collaboration","User Modeling, Adaption and Personalization","978-3-642-22362-4","","10.1007/978-3-642-22362-4_18","","There are many contexts where it would be helpful to model the collaboration of a group. In learning settings, this is important for classroom teachers and for students learning collaboration skills. Our approach exploits the digital and audio footprints of the users’ actions at collocated settings to automatically build a model of symmetry of activity. This paper describes our theoretical model of collaborative learning and how we implemented it. We use the Gini coefficient as a statistical indicator of symmetry of activity, which is itself an important indicator of collaboration. We built this model from a small-scale qualitative study based on concept mapping at an interactive tabletop. We then evaluated the model using a larger scale study based on a corpus of coded data from a multi-display groupware collocated setting. Our key contributions are the model of symmetry of activity as a foundation for modelling collaboration within groups that should have egalitarian participation, the operationalisation of the model and validation of the approach on both a small-scale qualitative study and a larger scale quantitative corpus of data.","2011","2024-01-08 11:10:51","2024-01-08 11:10:51","","207-218","","","","","","","Lecture Notes in Computer Science","","","","Springer","Berlin, Heidelberg","en","","","","","Springer Link","","","","","","","clustering; collaborative learning; collocated collaboration; group modelling; groupware; tabletop","Konstan, Joseph A.; Conejo, Ricardo; Marzo, José L.; Oliver, Nuria","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MAEUITPR","journalArticle","2001","Henning, R. A.; Boucsein, W.; Gil, M. C.","Social physiological compliance as a determinant of team performance","International Journal of Psychophysiology: Official Journal of the International Organization of Psychophysiology","","0167-8760","10.1016/s0167-8760(00)00190-2","","A cybernetic model of behavior predicts that team performance may depend on physiological compliance among participants. This laboratory study tested if compliance in electrodermal activity (EDA), heart rate or breathing in two-person teams (N=16) was predictive of team performance or coordination in a continuous tracking task simulating teleoperation. Visual contact among participants was manipulated. Physiological compliance was scored with weighted coherence and cross correlation. Separate multiple regression analyses revealed that the task completion time was predicted by coherence measures for EDA and heart, but only at a trend level for breathing. Task completion time was also predicted by heart cross correlation. Team tracking error was predicted by coherence measures for EDA, heart and breathing, and also heart cross correlation. While social-visual contact did not have an impact, physiological compliance was predictive of improved performance, with coherence robust over all three physiological measures. Heart cross correlation showed the strongest predictive relationships. These results provide evidence that physiological compliance among team members may benefit team performance. While further study is needed, physiological compliance may someday provide a needed tool for the study of team work, and an objective means to guide the ergonomic design of complex sociotechnical systems requiring a high degree of team proficiency.","2001-04","2024-01-08 11:11:14","2024-01-08 11:11:14","","221-232","","3","40","","Int J Psychophysiol","","","","","","","","eng","","","","","PubMed","","PMID: 11228349","","","http://www.ncbi.nlm.nih.gov/pubmed/11228349","","Adolescent; Adult; Cooperative Behavior; Female; Galvanic Skin Response; Heart Rate; Humans; Male; Psychomotor Performance; Regression Analysis; Respiratory Mechanics; Social Behavior","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QCBTVDUN","conferencePaper","1999","Stiefelhagen, R.; Yang, Jie; Waibel, A.","Modeling people's focus of attention","Proceedings IEEE International Workshop on Modelling People. MPeople'99","","","10.1109/PEOPLE.1999.798349","https://ieeexplore.ieee.org/abstract/document/798349","In this paper, we present an approach to model focus of attention of participants in a meeting via hidden Markov models (HMM). We employ HMM to encode and track focus of attention, based on the participants' gaze information and knowledge of their positions. The positions of the participants are detected by face tracking in the view of a panoramic camera mounted on the meeting table. We use neural networks to estimate the participants' gaze from camera images. We discuss the implementation of the approach in detail, including system architecture, data collection, and evaluation. The system has achieved an accuracy rate of up to 93% in detecting focus of attention on test sequences taken from meetings. We have used focus of attention as an index in a multimedia meeting browser.","1999-09","2024-01-08 11:12:39","2024-01-08 11:12:39","2024-01-08 11:12:39","79-86","","","","","","","","","","","","","","","","","","IEEE Xplore","","","","/Users/htk/Zotero/storage/6664FAMK/798349.html; /Users/htk/Zotero/storage/DB464UN3/Stiefelhagen et al. - 1999 - Modeling people's focus of attention.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings IEEE International Workshop on Modelling People. MPeople'99","","","","","","","","","","","","","","",""
"4HYZ2894","conferencePaper","2022","Harrison, Julie; Jain, Sona Anita; Dunbar, Terri; Gorman, Jamie; Varma, Sashank","Toward Automated Detection of Phase Changes in Team Collaboration","Proceedings of the Annual Meeting of the Cognitive Science Society","","","","https://escholarship.org/uc/item/7jw0q366","Team science research heavily relies on communication data—that is, data derived from audio, video, or text-chat communication streams between team members. Between transcription and content analysis, significant overhead is required to work with these data. Recent developments in natural language processing (NLP) may help ameliorate time constraints in this domain. Using transcript data, the present study, presented as a proof-of-concept, assesses how the BERT NLP model performs in a team communication categorization task, in comparison to ground truth measures. This work builds upon past work that relied on human-coded transcripts to identify phase transitions in team collaboration. Results suggest BERT’s capabilities at phase change detection are promising for experienced teams, though further iteration is needed on the methods in the current study. Applications of this work extend to real-time collaboration with an artificial agent, as this requires the real-time semantic processing of human communication data.","2022","2024-01-08 11:13:04","2024-01-08 11:13:27","2024-01-08 11:13:04","","","","44","","","","","","","","","","en","","","","","escholarship.org","","","","/Users/htk/Zotero/storage/UPG7BZRL/Harrison et al. - 2022 - Toward Automated Detection of Phase Changes in Tea.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T6B8S7C8","journalArticle","2018","Ahonen, Lauri; Cowley, Benjamin Ultan; Hellas, Arto; Puolamäki, Kai","Biosignals reflect pair-dynamics in collaborative work: EDA and ECG study of pair-programming in a classroom environment","Scientific Reports","","2045-2322","10.1038/s41598-018-21518-3","https://www.nature.com/articles/s41598-018-21518-3","Collaboration is a complex phenomenon, where intersubjective dynamics can greatly affect the productive outcome. Evaluation of collaboration is thus of great interest, and can potentially help achieve better outcomes and performance. However, quantitative measurement of collaboration is difficult, because much of the interaction occurs in the intersubjective space between collaborators. Manual observation and/or self-reports are subjective, laborious, and have a poor temporal resolution. The problem is compounded in natural settings where task-activity and response-compliance cannot be controlled. Physiological signals provide an objective mean to quantify intersubjective rapport (as synchrony), but require novel methods to support broad deployment outside the lab. We studied 28 student dyads during a self-directed classroom pair-programming exercise. Sympathetic and parasympathetic nervous system activation was measured during task performance using electrodermal activity and electrocardiography. Results suggest that (a) we can isolate cognitive processes (mental workload) from confounding environmental effects, and (b) electrodermal signals show role-specific but correlated affective response profiles. We demonstrate the potential for social physiological compliance to quantify pair-work in natural settings, with no experimental manipulation of participants required. Our objective approach has a high temporal resolution, is scalable, non-intrusive, and robust.","2018-02-16","2024-01-08 11:13:50","2024-01-08 11:13:50","2024-01-08 11:13:50","3138","","1","8","","Sci Rep","Biosignals reflect pair-dynamics in collaborative work","","","","","","","en","2018 The Author(s)","","","","www.nature.com","","Number: 1 Publisher: Nature Publishing Group","","/Users/htk/Zotero/storage/UC3QIB2R/Ahonen et al. - 2018 - Biosignals reflect pair-dynamics in collaborative .pdf","","","Motivation; Neurophysiology; Predictive markers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NY593L7W","conferencePaper","2010","Ijsselmuiden, Joris; Stiefelhagen, Rainer","Towards high-level human activity recognition through computer vision and temporal logic","Proceedings of the 33rd annual German conference on Advances in artificial intelligence","978-3-642-16110-0","","","","Most approaches to the visual perception of humans do not include high-level activity recognitition. This paper presents a system that fuses and interprets the outputs of several computer vision components as well as speech recognition to obtain a high-level understanding of the perceived scene. Our laboratory for investigating new ways of human-machine interaction and teamwork support, is equipped with an assemblage of cameras, some close-talking microphones, and a videowall as main interaction device. Here, we develop state of the art real-time computer vision systems to track and identify users, and estimate their visual focus of attention and gesture activity. We also monitor the users' speech activity in real time. This paper explains our approach to highlevel activity recognition based on these perceptual components and a temporal logic engine.","2010-09-21","2024-01-08 11:15:27","2024-01-08 11:15:27","2024-01-08","426–435","","","","","","","KI'10","","","","Springer-Verlag","Berlin, Heidelberg","","","","","","ACM Digital Library","","","","","","","activity recognition; computer vision; temporal logic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THF4QIQW","conferencePaper","2008","Ba, Sileye O.; Odobez, Jean Marc","Visual focus of attention estimation from head pose posterior probability distributions","2008 IEEE International Conference on Multimedia and Expo","","","10.1109/ICME.2008.4607369","https://ieeexplore.ieee.org/document/4607369","We address the problem of recognizing the visual focus of attention (VFOA) of meeting participants from their head pose and contextual cues. The main contribution of the paper is the use of a head pose posterior distribution as a representation of the head pose information contained in the image data. This posterior encodes the probabilities of the different head poses given the image data, and constitute therefore a richer representation of the data than the mean or the mode of this distribution, as done in all previous work. These observations are exploited in a joint interaction model of all meeting participants pose observations, VFOAs, speaking status and of environmental contextual cues. Numerical experiments on a public database of 4 meetings of 22 min on average show that this change of representation allows for a 5.4% gain with respect to the standard approach using head pose as observation.","2008-06","2024-01-08 11:16:17","2024-01-08 11:16:17","2024-01-08 11:16:17","53-56","","","","","","","","","","","","","","","","","","IEEE Xplore","","ISSN: 1945-788X","","/Users/htk/Zotero/storage/7P5THGR5/4607369.html; /Users/htk/Zotero/storage/MTU7UCKQ/Ba and Odobez - 2008 - Visual focus of attention estimation from head pos.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2008 IEEE International Conference on Multimedia and Expo","","","","","","","","","","","","","","",""
"KWMY2PDB","conferencePaper","2008","Kim, Taemie; Chang, Agnes; Holland, Lindsey; Pentland, Alex (Sandy)","Meeting mediator: enhancing group collaboration with sociometric feedback","CHI '08 Extended Abstracts on Human Factors in Computing Systems","978-1-60558-012-8","","10.1145/1358628.1358828","https://doi.org/10.1145/1358628.1358828","In this paper we present the Meeting Mediator (MM), a real-time, personal, and portable system providing feedback to enhance group collaboration. Social interactions are captured using Sociometric badges [6] and are visualized on mobile phones to promote change in behavior. In a study on brainstorming and problem-solving meetings, MM had a significant effect on overlapping speaking time and interactivity level without distracting the subjects. Our system encourages effective group dynamics that may lead to higher performance and satisfaction. We envision MM to be deployed in real-world organizations to improve interactions across various group collaboration contexts.","2008-04-05","2024-01-08 11:18:53","2024-01-08 11:18:53","2024-01-08","3183–3188","","","","","","Meeting mediator","CHI EA '08","","","","Association for Computing Machinery","New York, NY, USA","","","","","","ACM Digital Library","","","","","","","cscw; meeting support; social visualization; sociometric sensors","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6ZMKL5NA","journalArticle","2007","Hanna, Joy E.; Brennan, Susan E.","Speakers’ eye gaze disambiguates referring expressions early during face-to-face conversation","Journal of Memory and Language","","0749-596X","10.1016/j.jml.2007.01.008","https://www.sciencedirect.com/science/article/pii/S0749596X07000174","In two experiments, we explored the time course and flexibility with which speakers’ eye gaze can be used to disambiguate referring expressions in spontaneous dialog. Naive director/matcher pairs were separated by a barrier and saw each other’s faces but not their displays. Displays held identical objects, with the matcher’s arranged in a row and the director’s mirroring the matcher’s or else in a circle (Experiment 1) or in a reversed row (Experiment 2). Directors instructed matchers to move targets, which were unique or had a competitor nearby or far away. When mirrored displays held far competitors, matchers used directors’ eye gaze to identify targets before the linguistic point of disambiguation. Reversed displays caused substantial competition, yet matchers still identified targets before the linguistic point of disambiguation, showing an ability to rapidly re-map directors’ eye gaze. Our findings indicate eye gaze is a powerful and flexible disambiguating cue in referential communication.","2007-11-01","2024-01-08 11:19:12","2024-01-08 11:19:12","2024-01-08 11:19:12","596-615","","4","57","","Journal of Memory and Language","","Language-Vision Interaction","","","","","","","","","","","ScienceDirect","","","","/Users/htk/Zotero/storage/GIIY92Z6/S0749596X07000174.html","","","Ambiguity resolution; Conversation; Discourse processing; Eye gaze; Speech","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
