id,paper_id_new,,paper_id,coder,data,sensor,brand,metric,metric_larger_category,metric_smaller_category,metric_smaller_standardized,metric_IG_category,data_per_metric,outcome,outcome_instrument,outcome_smaller_category,outcome_larger_category,analysis_and_results mm-oo:analysis:resultsig,outcome -significance
84,84,,"Multimodal, Multiparty Modeling of Collaborative Problem Solving Performance",,"I) Eye Gaze
II) Video
III) Audio","I) Eye Tracker
II) Web Camera
II) Emotient
III) Headset","I) Tobii 4C
II) NS
II) NS","1) Gaze Features (Fixation Dispersion, Number Of Fixations And Mean Fixation Duration, Mean Saccade Amplitude, Joint Attention)
2) Acoustic-Prosodic Information (Fundamental Frequency (Pitch), Loudness (Energy), Center Frequency And Amplitude Of The First Through Third Formants, Harmonics To Noise Ratio, Jitter, And Shimmer)
3) Facial Features (Face Area, Positive And Negative Valence, Expressivity, Face/Upper Body Motion)
4) Task Content Feature","1) Gaze
2) Verbal
3) Head
4) Log data","1) Visual Attention
2) Speech Features
3) Facial Expressions
4) Task-Related","1) Visual Attention
2) Speech Features
3) Facial Expressions
4) Task-Related",,"1) I
2) III
3) III",a) task performance,a) task outcome,a) performance,a) product,"1,2,3,4-A: AUROC: sig: (71%)
1-A: AUROC: sig: 0.62
2-A: AUROC: sig: 0.54
3-A: AUROC: sig: 0.61
4-A: AUROC: sig: 0.67",
85,85,,Temporal analysis of multimodal data to predict collaborative learning outcomes,,"I) Eye Gaze
III) Audio
V) Log Data ","I) Eye Tracker
III) Microphone
V) NS","I) SMI (Red 250 Eye Trackers 250Hz)
III) NS
V) NS","1) Gaze
2) Entropy
3) Similarity
4) Cognitive Load
5) Auto-Correlation Coefficient
6) Energy
7) Shape Of Envelope
8) Linear Predictive Coding
9) Dialog
10) Correct/Incorrect/Hint Feedbacks","1) Gaze
2) Gaze
3) Gaze
4) Gaze
5) Verbal
6) Verbal
7) Verbal
8) Verbal
9) Verbal
10) Log Data","1) Visual Attention
2) Visual Attention
3) Visual Attention
4) Eye Physiology
5) Speech Features
6) Speech Features
7) Speech Features
8) Speech Features
9) Speech Content
10) Task-Related","1) Visual Attention
2) Visual Attention
3) Visual Attention
4) Eye Physiology
5) Speech Features
6) Speech Features
7) Speech Features
8) Speech Features
9) Speech Content
10) Task-Related",,"1) I
2) I
3) I
4) I
5) III
6) III
7) III
8) III
9) III
10) V",a) learning gain,a)  pre-post test ,a) learning ,a) product,"9-A: correlation: sig
10-A: correlation: sig
1-A: correlation: nonsig
2-A: correlation: nonsig
3-A: correlation: nonsig
4-A : correlation: nonsig
5-A: correlation: nonsig
6-A: correlation: nonsig
7-A: correlation: nonsig
8-A: correlation: nonsig",a)  1/0
86,86,,Collaboration on Procedural Problems May Support Conceptual Knowledge More than You May Think,,"I) Eye Gaze
III) Audio
V) Log Data","I) Eye Tracker
III) Computer Audio Chat
V) Computer","I) NS
III) NS
V) NS","1) Hint Behavior
2) Joint Visual Attention - Collaboration Quality
3) Moments Of Good Collaboration ","1) Log Data
2) Gaze
3) Log Data","1) Task-Related
2) Visual Attention
3) Task-Related","1) Task-Related
2) Visual Attention
3) Task-Related",,"1) V
2) I
3) III","a) learning gain
",a) learning test,a) learning ,a) product,"2-A: correlation: sig
2-A: correlation: nonsig",a) 1/0
87,87,,An Application of Extreme Value Theory to Learning Analytics: Predicting Collaboration Outcome from Eye-Tracking Data,,I) Eye Gaze ,I) Eye Tracker ,I) NS ,"1) Gaze Visual Agitation
2) Gaze Spatial Entropy
3) Return Levels - Evt ","1) Gaze
2) Gaze
3) Gaze","1) Visual Attention
2) Visual Attention
3) Visual Attention","1) Visual Attention
2) Visual Attention
3) Visual Attention",,"1) I
2) I
3) I",a) quality of collaboration,a) task performance,a) coordination,a) process,"1-A: ANOVA: nonsig
2-A: ANOVA: nonsig
2-A: correlation: nonsig",a) 0
88,88,,Using Dual Eye-Tracking to Evaluate Students' Collaboration with an Intelligent Tutoring System for Elementary-Level Fractions,,I) Eye Gaze,I) Eye Tracker,I) SMI (Red 250 Eye Trackers 250Hz),"1) Joint Visual Attention
2) Gaze Recurrence ","1) Gaze
2) Gaze","1) Visual Attention
2) Visual Attention","1) Visual Attention
2) Visual Attention",,"1) I
2) I ",a) learning gain,a) pre-post test,a) learning,a) product,1-A: correlation: sig,a) 1
89,89,deleted 90,"Understanding Collaborative Program Comprehension: Interlacing Gaze and Dialogues
",,"I) Eye Gaze
III) Audio","I) Eye Tracker
III) NS","I) Tobii 1750
III) NS","1) Gaze Episodes
2) Dialogue Episodes
3) Gaze Transitions","1) Gaze
2) Verbal
3) Gaze","1) Visual Attention
2) Speech Participation
3) Visual Attention","1) Visual Attention
2) Speech Participation
3) Visual Attention",,"1) I
2) III
3) I",a) level of understanding,a) researcher coded,a) performance,a) product,1-A: ANOVA: sig,a) 1
90,91,,Looking To Understand: The Coupling Between Speakers’ and Listeners’ Eye Movements and Its Relationship to Discourse Comprehension,kavie,I) Eye Gaze,I) Eye Tracker,I) Applied Science Laboratories (Asl) Eyevision System,1) Eye Movements,1) Gaze,1) Eye Motion,1) Eye Motion,,1) I,a) task performance,a) task outcome,a) performance,"a) product
",1-A: ANOVA: sig,a) task outcome
91,92,,On the Same Wavelength: Exploring Team Neurosynchrony in Undergraduate Dyads Solving a Cyberlearning Problem With Collaborative Script,"kavie, zoe","III) Audio
VIII) EEG",VIII) EEG Sensor,VIII) B-Alert X-10,1) Brain Synchrony,1) Physiological,1) Brain,1) Brain,,1) VIII,"a)group performance
B)group performance","a) researcher coded
B) log data
","a) performance
B) coordination
","a) product
B) process","1-A: positive correlation: sig
1-B: negative correlation: sig","a) 1
B) 1
"
92,93,,Automatically Recognizing Facial Indicators of Frustration: A Learning-centric Analysis,kavie,IV) Kinesiology,IV) Kinect,IV) Microsoft Kinect,"1) Posture Estimation
2) Hand-To-Face Gesture","1) Body
2) Body","1) Gross Body Motion
2) Gross Body Motion","1) Gross Body Motion
2) Gross Body Motion",,"1) IV
2) IV","a) learning gain
","a) pre-post test
","a) cognitive load
","a) product
",1-A: negative correlation: sig,"a)1
"
93,94,,"The relationships between learner variables, tool-usage behaviour and performance",kavie,V) Log Data,V) Log Data,V) NS,1) Task-Context Features,1) Log Data,1) Task-Related,1) Task-Related,,1) V,a) task performance,a) researcher coded,"a) perspective
B) argument","a) product
B) product","1-A: Wilcoxon Signed Ranks test: sig
1-B: Wilcoxon Signed Ranks test: sig",a) 1
94,95,,Effects of Knowledge Interdependence with the Partner on Visual and Action Transactivity in Collaborative Concept Mapping,kavie,I) Eye Gaze,I) Eye Tracker,I) Tobii 1750,"1) Concept Map Fixation Time Ratio
2) Number Of Concept-Map Eye-Gaze Transitions","1) Gaze
2) Gaze","1) Visual Attention
2) Visual Attention","1) Visual Attention
2) Visual Attention",,1) I,"a) learning Measures
",a) questionnaire,a) performance,a) product,"1,2-A: negative correlation: sig",a) 1
95,97,,The NISPI framework: Analysing collaborative problem-solving from students' physical interactions,zoe,II) Video,II) Camera,II) Microsoft Kinect,1) Physical Interactivity,1) Body,1) Gross Body Motion,1) Gross Body Motion,,"1) II
",a)cps competencies,a) researcher coded ,a) performance,a) product,1-A: anova: sig,a) 1
96,98,,Many are the ways to learn identifying multi-modal behavioral profiles of collaborative learning in constructivist activities,zoe,"II) Video
III) Audio
V) Log Data","II) Camera
III) Microphone
V) Log Data","II) RGB-D
III) NS
V) Learning Platform","1) Affective States
2) Speech Activity
3) Task- Context
4) Gaze Behaviors","1) Head
2) Verbal
3) Log Data
4) Gaze","1) Facial Expressions
2) Speech Participation
3) Task-Related
4) Gaze Motion","1) Facial Expressions
2) Speech Participation
3) Task-Related
4) Gaze Motion",,"1) II
2) III
3) V
4) II",a) learning gain ,a) pre-post test ,a) learning,a) product,"2-A: Kruskal-Wallis: sig
1,2,3-A: sup. machine learning: sig: (0.89)",a) 1
97,99,,Supervised machine learning in multimodal learning analytics for estimating success in project-based learning,zoe,"II) Video
III) Audio
V) Log Data","II) Camera
III) Microphone
V) Log Data","II) NS
III) NS
V) Arduino","1) Total Number Of Faces Looking Toward The Screen (Flls)
2) Total Number Of Connected Arduino Components (Idevhw)
3) Mean Distance Between Hands (Dbh)
4) Mean Hand Movement Speed (Hms)
5) Mean Audio Level (Aud)
6) Mean Arduino Components Activity (Idec)","1) Body
2) Log Data
3) Body
4) Body
5) Verbal
6) Log Data","1) Gross Body Motion
2) Task-Related
3) Hand Motion
4) Hand Motion
5) Speech Features
6) Task-Related","1) Gross Body Motion
2) Task-Related
3) Hand Motion
4) Hand Motion
5) Speech Features
6) Task-Related",,"1) II
2) V
3) II
4) II
5) III
6) V",a) task performance,a) researcher coded,a) performance,a) product,"3,5-A: regression: sig: (0.8)
1,2,4,6-A: regression: nonsig",a) 1/0
98,100,,Modelling Collaborative Problem-solving Competence with Transparent Learning Analytics: Is Video Data Enough?,zoe,II) Video,II) Camera,II) NS,"1) Metrics Of Frequency
2) Metrics Of Hands Distance","1) Body
2) Body","1) Hand Motion
2) Hand Motion","1) Hand Motion
2) Hand Motion",,"1) II
2) II",a) cps competence,a) Researcher coded ,a) collaboration,a) process,"1,2-A: machine learning: sig: (0.75)",a) Researcher coded
99,101,,An Integrated Observing Technic for Collaborative Learning: The Multimodal Learning Analytics Based on the Video Coding and EEG Data Mining,zoe,VIII) EEG,VIII) EEG Sensor,VIII) NS,1) Mediation- Anxiety Level,1) Physiological,1) Brain,1) Brain,,1) VIII,a) learning gain ,a) researcher coded ,a) learning ,a) product,1-A: Mann-Whitney U and Kruskal-Wllis tests: sig,a) 1
100,102,,Inter-brain synchrony in teams predicts collective performance,zoe,VIII) EEG ,VIII) EEG Sensor,"VIII) Emotiv
",1) Inter-Brain Synchrony ,1)  Physiological,1) Brain,1) Brain,,1) VIII,a) tasks performance,a) mixed - researcher coded & tests,a) performance,a) product,1-A: correlation: sig,a) 1
101,103,,,kavie,"I) Eye Gaze
III) Audio","I) Eye Tracker
III) Microphone","I) NS
II) NS","1) Fixation
2) Speech Utterance","1) Gaze
2) Verbal","1) Visual Attention
2) Speech Features","1) Visual Attention
2) Speech Features",,"1) I
2) III",a) conversational attention,a) researcher coded,a) attention,a) process,"1,2-A: t-test: sig",a) 1
102,104,,,kavie,I) Eye Gaze,I) Eye Tracker,I) NS,1) Eye Gaze Trace,1) Gaze,1) Eye Motion,1) Eye Motion,,1) I,a) performance,a) log data,a) performance,a) product,1-A: ANOVA: sig,a) 1
103,105,,,kavie,"I) Eye Gaze
III) Audio","I) Eye Tracker
III) Microphone","I) Eyelink II
III) NS","1) Shared Gaze
2) Shared Voice","1) Gaze
2) Verbal","1) Visual Attention
2) Speech Participation","1) Visual Attention
2) Speech Participation",,"1) I
2) III",a) task performance,a) log data,a) performance,a) product,"1,2-A: t-test: sig",a) 1
104,106,,,kavie,V) Log Data,V) Log Data,V) NS,"1) Task Properties
2) People's Actions
3) Message Content","1) Log Data
2) Log Data
3) Log Data","1) Task-Related
2) Task-Related
3) Task-Related","1) Task-Related
2) Task-Related
3) Task-Related",,"1) V
2) V
3) V",a) focus attention,a) log data,a) coordination,a) process,"1, 2, 3-A: sup machine learning: sig: (74.25%)",a) log data
105,107,,,kavie,X) BVP,X) Digital Pen,X) Dove,1) Gesture Drawing On Video Feed,1) Body,1) Gesture Drawing,1) Gross Body Motion,,1) X,a) task performance,a) log data,a) collaboration,a) process,1-A: ANOVA: sig,a) 1
106,108,,,kavie,"I) Eye Gaze
III) Audio","I) Eye Tracker
III) Microphone","I) NS
II) NS","1) Attention
2) Speech Time","1) Gaze
2) Verbal","1) Visual Attention
2) Speech Participation","1) Visual Attention
2) Speech Participation",,"1) I
2) III",a) quality of collaboration,a) log data,a) collaboration,a) process,"1-A: t-test: nonsig
2-A: t-test: sig",a) 1/0
107,109,,A Look Is Worth a Thousand Words: FullGaze Awareness in Video-MediatedConversation,zoe,"I) Eye Gaze
III) Audio
",II) Camera,II) NS,1) Gaze Awareness ,1) Gaze,1) Visual Attention,1) Visual Attention,,1) I,"a) task performance
B) collaboration quality","a) log data
B) log data ","a) performance
B) collaboration
","a) product
B) process","1-A: ANOVA: sig
1-B: ANOVA: sig","a) 1
b) 1"
108,110,,Recognizing communicative facial expressions for discovering interpersonal emotion in group meetings,zoe,II) Video,II) Camera,II) NS,1) Affective State,1) Head,1) Facial Expressions,1) Facial Expressions,,1) II,a) Emotion network,a) researcher coded ,a) collaboration,a) process,1-A: unsup. machine learnig: sig ,a) 1
109,113,,Coordinating spatial referencing using shared gaze,zoe ,"I) Eye Gaze
III) Audio","I) Eye Tracker
III) Microphone","I) Eyelink II
III) NS","1) Shared Gaze
2) Shared Speech ","1) Gaze
2) Verbal ","1) Visual Attention
2) Speech Features","1) Visual Attention
2) Speech Features",,"1) I
2) III",a) task performance ,a) log data ,a) performance,a) product,"1,2-A: t-test: sig ",a) 1
110,114,,Affective e-Learning: Using “Emotional” Data to Improve Learning in Pervasive Learning Environment,zoe ,"VIII) EEG
VII) ECG
VI) EDA
X) BVP",VIII) EEG Sensor,"VIII) NS
VII) NS
VI) NS
X) NS","1) Physiological
2) Physiological
3) Physiological
4) Physiological","1) Physiological
2) Physiological
3) Physiological
4) Physiological","1) Brain
2) Brain
3) Brain
4) Brain","1) Brain
2) Brain
3) Brain
4) Brain",,"1) VIII
2) VII
3) VI
4) X",a) affective states,a) self-report ,a) affective ,a) process,"1,2,3,4-A: machine learning: sig: (86.30%)",a) 1
111,118,,Multimodal Analysis of Group Attitudes Towards Meeting Management,zoe,III) Audio,III) Microphone,III) NS,"1) Speech Features
2) Linguisitc Features ","1) Verbal
2) Verbal","1) Speech Features
2) Speech Features","1) Speech Features
2) Speech Features",,"1) III
2) III",a) social perception,a) self report,a) collaboration,a) process,"1,2-A: sup.machine learning: sig: (93%)",a) 1
112,119,,"Toward Open-Microphone Engagementfor Multiparty Interactions",kavie,III) Audio,III) Microphone,III) NS,"1) Speech Features
2) Speech Features
3) Speech Style","1) Verbal
2) Verbal
3) Verbal","1) Speech Instructions
2) Adjacent Utterances
3) Speech Features","1) Speech Content
2) Speech Features
3) Dialogue Style",,"1) III
2) III
3) III","a) amplitude difference
B) command usage","a) log data
B) researcher coded","a) collaboration
B) coordination","a) process
B) process","1,2,3-A: t-test: sig
1,2,3-B: t-test: sig","a) 1
b) 1"
113,120,,Evaluation of user gestures in multi-touch interaction: a case study in pair-programming,kavie,II) Video,II) Camera,II) NS,1) Gesture Fluency,1) Body,1) Gesture Fluency,1) Gross Body Motion,,1) II,a) communicative intent ,a) researcher coded,a) collaboration,a) process,1-A: ANOVA: sig,a) 1
114,121,,"Towards Adapting Fantasy, Curiosity and Challenge in
Multimodal Dialogue Systems for Preschoolers",kavie,III) Audio,III) Microphone,III) NS,1) Speech Usage,1) Verbal,1) Speech Features,1) Speech Features,,1) III,"a) task completion
B) fantasy levels","a) researcher coded
B) researcher coded","a) performance
B) affective","a) product
B) process","1-A: correlation: sig: (r=0.406)
1-B: correlation: sig: (r=0.224)","a) 1
B) 1"
115,122,,"Multimodal recognition of personality traits in social interactions
Authors",zoe,"II) Video
III) Audio","II) Camera
III) Microphone","III) NS
II) NS","1) Gross Body Movements
2) Speech Features ","1) Body
2) Verbal","1) Gross Body Motion
2) Speech Features ","1) Gross Body Motion
2) Speech Features ",,"1) II
2) III",a) personality,a) questionnaire,a) group composition,a) condition,"1,2-A: sup.machine learning: sig: (90%)",a) 1
116,123,,Modeling the Personality of Participants During Group Interactions,zoe,"II) Video
III) Audio","II) Camera
III) Microphone","III) NS
II) NS","1) Gross Body Movements
2) Speech Features ","1) Body
2) Verbal","1) Body
2) Speech Features ","1) Gross Body Motion
2) Speech Features ",,"1) II
2) III",a) personality,a) questionnaire,a) group composition,a) condition,"1,2-A: sup.machine learning: sig: (90%)",a) 1
117,124,,"Automatic prediction of individual performance from"" thin slices"" of social behavior",zoe,"II) Video
III) Audio","II) Camera
III) Microphone","III) NS
II) NS","1) Gross Body Movements
 2) Speech Features","1) Body
2) Verbal","1) Body
2) Speech Features ","1) Gross Body Motion
2) Speech Features ",,"1) II
2) III",a) task performance,a) researcher coded,a) product,a) product,"1,2-A: unsup-machine learning: sig: (50%)",a) 0
118,125,,Combining audio and video to predict helpers' focus of attention in multiparty remote collaboration on physical tasks,kavie,"II) Video
III) Audio","II) Camera
III) Microphone","II) NS
III) NS","1) Gross Body Movements
2) Dialogue Episodes","1) Body
2) Verbal","1) Worker's Actions
2) Dialogue ","1) Gross Body Motion
2) Speech Features",,"1) II
2) III",a) focus of attention,a) researcher coded,a) collaboration,a) process,"1,2-A: sup.machine learning: sig: (81.79%)",a) researcher coded
119,126,,Predicting remote versus collocated group interactions using nonverbal cues,kavie,III) Audio,III) Microphone,III) NS,"1) Speech Length
2) Speaking Turns
3) Successful Interruptions
4) Backchannels
5) Fraction Of Overlapped Speech
6) Fraction Of Silence","1) Verbal
2) Verbal
3) Verbal
4) Verbal
5) Verbal
6) Verbal
7) Verbal","1) Speech Features
2) Speech Features
3) Speech Features
4) Speech Features
5) Speech Features
6) Speech Features
7) Speech Features","1) Speech Features
2) Speech Features
3) Speech Features
4) Speech Features
5) Speech Features
6) Speech Features
7) Speech Features",,"1) III
2) III
3) III
4) III
5) III
6) III","a) type of meeting
B) collocated meeting inference
c) participation","a) log data
B) log data
c) log data","a) group dynamics
B) group dynamics
c) group dynamics","a) process
B) process
c) process","2-A: unsup.machine.learning: sig: (70%)
2-B: unsup.machine.learning: sig: (81%)
1-C: unsup.machine.learning: sig: (50%)","a) log data
B) log data
c) 0"
120,127,,Reciprocal attentive communication in remote meeting with a humanoid robot,kavie,II) Video ,II) Camera,II) NS,1) Gaze Frequency,1) Gaze,1) Gaze Frequency,1) Eye Motion,,1) II,a) conversational attention,a) questionnaire,a) attention,a) process,1-A: Tukey’s HSD test: sig,a) 1
121,128,,Estimating focus of attention based on gaze and sound,zoe,"I) Eye Gaze
III) Audio","I) Camera
III) Microphone","I) NS
III) NS","1) Gaze Focus
2) Sound Focus","1) Gaze
2) Verbal","1) Visual Attention
2) Speech Features ","1) Visual Attention
2) Speech Features ",,"1) I
2) III",a) focus of attention,a) researcher coded ,a) group dynamics,a) process,"1,2-A: sup. machine learning: (74.8%)",a) researcher coded
122,129,,Gaze quality assisted automatic recognition of social contexts in collaborative Tetris,zoe,"I) Eye Gaze
V) Log Data ","I) Eye Tracker
V) Own Application","I) Tobii 1750
V) NS","1) Gaze Fixations
2) Gaze Saccades
3) Task Actions","1) Gaze
2) Gaze
3) Log Data","1) Visual Attention
2) Eye Motion
3) Task-Related ","1) Visual Attention
2) Eye Motion
3) Task-Related ",,"1) I
2) I
3) V",a) group contexts ,a) researcher coded ,a) group dynamics,a) process,"1,2,3-A: sup. machine learning: sig: (81.43%)",a) researcher coded
123,131,,Putting the Pieces Together: Multimodal Analysis of Social Attention in Meetings,zoe,"I) Eye Gaze
II) Video
III) Audio","II) Camera
III) Microphone","II) NS
III) NS","1) Eye Gaze Directions
2) Head Movements
3) Speech Features","1) Gaze
2) Body
3) Verbal","1) Visual Attention
2) Hand Motion
3) Speech Features","1) Visual Attention
2) Hand Motion
3) Speech Features",,"1) I
2) II
3) III",a) focus of attention ,a) researcher coded ,a) coordination,a) process,"1,2,3-A: sup.machine learning: sig: (94.6%)",a) 1
124,132,,Modeling focus of attention for meeting indexing,zoe,"I) Eye Gaze
IV) Kinesiology","I) Camera
IV) Motion Detecting Sensor ","II)NS
IV) Polhemus Pose Tracker","1) Eye Gaze Directions
2) Head Movements","1) Gaze
2) Body","1) Visual Attention
2) Head Motion ","1) Visual Attention
2) Head Motion ",,"1) I
2) IV",a) focus of attention ,"a) researcher coded
",a) coordination,a) process,"1,2-A: sup. machine learning: sig: (93%)",a) 1
125,133,,Modeling focus of attention for meeting indexing based on multiple cues,zoe,"I) Eye Gaze
III) Audio
IV) Kinesiology","I) Camera
III) Microphone
IV) Motion Detecting Sensor ","I) NS
III) NS
IV) Polhemus Pose Tracker","1) Eye Gaze Directions
2) Head Movements
3) Speech Features","1) Gaze
2) Body
3) Verbal","1) Visual Attention
2) Head Motion
3) Speech Features","1) Visual Attention
2) Head Motion
3) Speech Features",,"1) I
2) IV
3) III",a) focus of attention,a) researcher coded,a) coordination,a) process,"1,2,3-A: sup.machine learning: (76%)",a) researcher coded
126,134,,Mediated attention with multimodal augmented reality,kavie,I) Eye Gaze,I) Eye Tracker,I) NS,1) Reaction Time,"1) Gaze
2) Head
3) Verbal","1) Visual Attention
2) Head Motion
3) Speech Features ","1) Visual Attention
2) Head Motion
3) Speech Features ",,1) I,"a) search time
B) error rate","a) log data
B) researcher coded","a) attention
B) performance","a) process
B) product","1-A: t-test: sig
1-B: t-test: sig","a) 1
B) 1"
127,135,,Implicit user-adaptive system engagement in speech and pen interfaces,kavie,"III) Audio
V) Log Data","III) Microphone
V) Digital Pen","III) NS
V) NS","1) Speech Amplitude
2) Pen Pressure","1) Verbal
2) Log Data","1) Speech Features
2) Task-Related","1) Speech Features
2) Task-Related",,"1) III
2) V",a) task performance,a) research coded,a) performance,a) product,"1-A: t-test: sig
2-A: t-test: nonsig",a) 1/0
128,136,,Gaze-communicative behavior of stuffed-toy robot with joint attention and eye contact based on ambient gaze-tracking,kavie,I) Eye Gaze,I) Eye Tracker,I) NS,"1) Reaction To Eye Contact
2) User-Initiative Joint Attention","1) Gaze
2) Gaze","1) Visual Attention
2) Visual Attention","1) Visual Attention
2) Visual Attention",,"1) I
2) I","a) subconscious interest
B) favorable feeling","a) self report
B) self report","a) engagement
B) interpersonal relationship
","a) process
B) process","1-A: t-test: sig
2-B: t-test: sig","a) 1
B) 1"
129,137,,Multi-party focus of attention recognition in meetings from head pose and multimodal contextual cues,zoe,"III) Audio
IV) Kinesiology
V) Log Data","III) Microphone
IV) Camera
V) Log Data","III) NS
IV) NS
V) NS","1) Speech Features
2) Head Rotations
3) Slide Data ","1) Verbal
2) Body
3) Log Data","1) Speech Features
2) Head Motion
3) Task-Related ","1) Speech Features
2) Head Motion
3) Task-Related ",,"1) III
2) IV
3) V",a) focus of attention ,"a) researcher coded
",a) coordination,a) process,"1,2,3-A: unsup.machine learning: (46.7%)",a) 0
130,138,,Multimodal Real-Time Focus of Attention Estimation in SmartRooms,zoe,IV) Kinesiology,IV) Camera,IV) NS,1) Head Rotation,1) Body,1) Head Motion,1) Head Motion,,1) IV,a) focus of attention ,"a) researcher coded
",a) coordination,a) process,1-A: unsup.machine learning: (85%),a) 1
131,139,,,kavie,"II) Video
III) Audio","II) Camera
III) Microphone","II) NS
III) NS","1) Gesture
2) Communication Quality","1) Body
2) Verbal","1) Gross Body Motion
2) Speech Participation","1) Gross Body Motion
2) Speech Participation",,"1) II
2) III",a) task performance,a) researcher coded,a) performance,a) product,"1-A: ANOVA: nonsig
2-A: ANOVA: nonsig",a) 1
132,140,,,kavie,I) Eye Gaze,I) Eye Tracker,I) NS,1) Focus Of Attention,1) Gaze,1) Visual Attention,1) Visual Attention,,1) I,"a) task performance
B) quality of assistance
c) communication efficiency","a) log data
B) questionnaire
c) ","a) performance
B) coordination
c) coordination","a) product
B) process
c) process","1-A: ANOVA: sig
1-B: ANOVA: sig
1-C: ANOVA: sig","a) 1
B) 1
c)  1"
133,141,,,kavie,IV) Kinesiology,IV) Camera,IV) NS,1) Head Rotation,1) Body,1) Head Motion,1) Head Motion,,1) IV,"a) peripheral awareness
","a) researcher coded
","a) coordination
",a) process,1-A: t-test: sig,a) 1
134,142,,,zoe,VIII) EEG ,VIII) EEG Sensor,VIII) Enobio EEG,1) Brain Waves Patterns ,1) Physiological,1) Brain,1) Brain,,1) VIII,a) situational Interest ,a) questionnaire,a) coordination,a) process,1-A: sup.machine learning: (93.3%),a) 1
135,143,,,kavie,I) Eye Gaze,I) Eye Tracker,I) NS,1) Eye Movements,1) Gaze,1) Visual Attention,1) Visual Attention,,1) I,"a) conversational contents
B) orienting effect","a) log data
B) researcher coded","a) communication
B) coordination ","a) process
B) process","1-A: ANOVA: sig
1-B: t-test: sig","a) 1
B) 1"
136,144,,,kavie,III) Audio,III) Microphone,III) NS,1) Speech Time,1) Verbal,1) Speech Features,1) Speech Features,,1) III,"a) speaking dynamics
B) group interaction
c) distraction level","a) log data
B) researcher coded
c) researcher coded","a) group dynamics
B) engagement
c) engagement","a) process
B) process
c) process","1-A: ANOVA: sig
1-B: ANOVA: sig
1-C: ANOVA: sig","a)1
B) 1
c) 1"
137,145,,,kavie,"III) Audio
IV) Kinesiology","III) Microphone
IV) Camera","III) NS
IV) NS","1) Speech Length
2) Speaking Energy
3) Motion Activity","1) Verbal
2) Verbal
3) Body","1) Speech Features
2) Speech Features
3) Gross Body Motion","1) Speech Features
2) Speech Features
3) Gross Body Motion",,"1) III
2) III
3) IV",a) dominance,a) researcher coded,a) group dynamics,a) process,"1-A: sup. machine learning: (85%)
2-A: sup. machine learning: (82%)
3-A: sup. machine learning: (62%)",a) 1/0
138,146,,Visual focus of attention estimation from head pose posterior probability distributions,zoe,IV) Kinesiology,IV) Camera,IV) NS,1) Head Pose,1) Body,1) Head Motion,1) Head Motion,,1) IV,a) focus of attention ,"a) researcher coded
",a) coordination,a) process,1-A: unsup.machine learning: sig: (53.6%),a) 0
139,147,,Towards High-Level Human Activity Recognition through Computer Vision and Temporal Logic,zoe,"II) Video
III) Audio
IV) Kinesiology","II) Camera
III) Microphone
IV) Camera","II) NS
III) NS
IV) NS","1) Focus Of Attention
2) Gestures
3) Speech Features ","1) Gaze
2) Body
3) Verbal","1) Visual Attention
2) Gross Body Motion
3) Speech Features ","1) Visual Attention
2) Gross Body Motion
3) Speech Features ",,"1) II
2) IV
3) III",a) group activity,a)researcher coded,a) group dynamics,a) process,"1,2,3-A: unsup.machine learning: (74.4%)",a)researcher coded
140,148,,Biosignals reflect pair-dynamics in collaborative work: EDA and ECG study of pair-programming in a classroom environmen,zoe,"VI) EDA
VII) ECG","VI) Wearable Sensor
VII) Wearable Sensor","VI) Shimmer 3 Gsr+
VII) Emotion Faros 180",1) Social Physiological Compliance (Spc),1) Physiological,1) Combined,1) Combined,,"1) VI, VII",a) task performance,a) log data ,a) performance,a) product,1-A: minimum-width envelope: sig,a) 1
141,149,,"Toward Automated Detection of Phase Changes in Team Collaboration
",zoe,III) Audio,III) Microphone,III) NS,1) Speech Features,1) Verbal,1) Speech Features,1) Speech Features,,1) III,a) coordination,a) researcher coded,a) coordination,a) process,1-A: sup.machine learning: (40%),a) 0
142,150,,Modeling People's Focus of Attention,zoe,IV) Kinesiology,IV) Camera,IV) NS,1) Head Rotation,1) Body,1) Head Motion,1) Head Motion,,1) IV,a) focus of attention ,"a) researcher coded
",a) coordination,a) process,1-A: unsup.machine learning: (93%),a) 1
143,151,,,kavie,"VI) EDA
VII) ECG
XII) Other","VI) Wearable Sensor, Wristband
VII) ECG
XII) Other","VI) NS
VII) NS
XII) NS",1) Physiological Compliance ,1) Physiological,1) Combined,1) Combined,,"1) VI, VII, XII","a) task performance
B) task performance
c) coordination","a) log data
B) researcher coded
c) researcher coded","a) performance
B) performance
c) coordination","a) product
B) product
c) process","1-A: regression: sig
1-B: regression: nonsig
1-C: regression: nonsig","a) 1
B) 0
c) 0"
144,152,,,kavie,"III) Audio
V) Log Data","III) Microphone
V) Log Data","III) NS
V) NS","1) Verbal Participation
2) Physical Participation","1) Verbal
2) Log Data","1) Speech Features
2) Physical Participation","1) Speech Features
2) Task-Related",,"1) III
2) V",a) collaboration,"a) researcher coded
",a) collaboration,a) process,"1,2-A: unsup.machine learning: (60%)","a) 0
"
